"pp","task_label","training_phase_label","score","c","pitch_error","max_lyap_stim_short","max_lyap_stim_long","max_lyap_user_short","max_lyap_user_long","Training"
"1","Chaotic","PreTest",0.4352,0.5144,1.1908,1.87285126180269,0.428407048614952,0.373034632661431,0.0183114722546615,"Chaotic Interactive"
"1","Chaotic","PostTest",0.664666666666667,0.637,0.960666666666667,1.88782847607805,0.43765577799367,0.515069872332556,0.0901767827851638,"Chaotic Interactive"
"1","Chaotic","Retention",0.4712,0.5632,1.1986,1.86161835109618,0.421470501580913,0.556494147958842,0.0717196497762011,"Chaotic Interactive"
"1","Chaotic Visual","PreTest",1.6446,0.5976,0.3668,1.68358363513838,0.349633061041654,0.618930206452796,0.0527581807911685,"Chaotic Interactive"
"1","Chaotic Visual","PostTest",1.40933333333333,0.591666666666667,0.427333333333333,1.66802686717731,0.34573267017766,0.656326198995135,0.0560465680969381,"Chaotic Interactive"
"1","Chaotic Visual","Retention",1.476,0.6378,0.433,1.64858090722596,0.340857181597667,0.614802599595999,0.0688708000946347,"Chaotic Interactive"
"1","Periodic Fadeout (SCT)","PreTest",0.6042,0.9592,1.5912,0.347346239453047,0.0739170861954226,0.39689082911476,0.137688608500777,"Chaotic Interactive"
"1","Periodic Fadeout (SCT)","PostTest",0.598333333333333,0.952333333333333,1.60766666666667,0.375002851566661,0.0363104949961901,0.558809491798494,0.185486128657185,"Chaotic Interactive"
"1","Periodic Fadeout (SCT)","Retention",0.6454,0.9478,1.518,0.401163399378471,0.0581154028724874,0.387562101791191,0.130449914273682,"Chaotic Interactive"
"1","Periodic Fixed","PreTest",0.5436,0.852,1.7218,0.199587678727157,0.0471890085688784,0.393185849018312,0.123042326076285,"Chaotic Interactive"
"1","Periodic Fixed","PostTest",0.536,0.906,1.71966666666667,0.219308759375609,0.0383025294482025,0.385508308116685,0.124654007141916,"Chaotic Interactive"
"1","Periodic Fixed","Retention",0.6374,0.9474,1.5562,0.220083385306104,0.0424719268367433,0.337371141555252,0.108995399947868,"Chaotic Interactive"
"4","Chaotic","PreTest",0.3134,0.511,1.6362,1.86161835109618,0.421470501580913,0.511195361049615,0.0435907280877936,"Chaotic Interactive"
"4","Chaotic","PostTest",0.431,0.564,1.31266666666667,1.85038544038966,0.414533954546875,0.504847184853118,0.0597994885364128,"Chaotic Interactive"
"4","Chaotic","Retention",0.2914,0.5128,1.7652,1.83793424069761,0.405849227318422,0.484634879173433,0.0314138329384473,"Chaotic Interactive"
"4","Chaotic Visual","PreTest",1.7835,0.6035,0.33925,1.64858090722596,0.340857181597667,0.424211038385999,0.0269976601975102,"Chaotic Interactive"
"4","Chaotic Visual","PostTest",1.737,0.578666666666667,0.332666666666667,1.66802686717731,0.34573267017766,0.587807286621093,0.0504745658127958,"Chaotic Interactive"
"4","Chaotic Visual","Retention",1.6114,0.5724,0.3558,1.67191605916758,0.346707767893658,0.499550818942234,0.0572843766287014,"Chaotic Interactive"
"4","Periodic Fadeout (SCT)","PreTest",0.3978,0.937,2.3724,0.356210701513809,0.0608552145149731,0.3435474047884,0.0943297821147531,"Chaotic Interactive"
"4","Periodic Fadeout (SCT)","PostTest",0.560333333333333,0.939333333333333,1.735,0.36208278141644,0.072673316004897,0.427106005204504,0.123622882118578,"Chaotic Interactive"
"4","Periodic Fadeout (SCT)","Retention",0.708,0.946,1.3692,0.376843207189489,0.0744710991058989,0.393979969380279,0.0867909286651692,"Chaotic Interactive"
"4","Periodic Fixed","PreTest",0.5578,0.9396,1.7394,0.223017389106455,0.0419486904324716,0.199509090410107,0.0701535097141833,"Chaotic Interactive"
"4","Periodic Fixed","PostTest",0.490666666666667,0.924333333333333,1.88633333333333,0.171486439508904,0.0334868342655756,0.248500709458708,0.0818959156199455,"Chaotic Interactive"
"4","Periodic Fixed","Retention",0.634,0.9478,1.5456,0.204999588011934,0.0317535316258435,0.283452380673821,0.0825607160356708,"Chaotic Interactive"
"5","Chaotic","PreTest",0.2594,0.4396,1.7,1.88408417250921,0.43534359564899,0.322053408278573,0.0177412988108216,"Chaotic Non-interactive"
"5","Chaotic","PostTest",0.269666666666667,0.457,1.72233333333333,1.86910695823385,0.426094866270272,0.436144953763244,0.0345518197726284,"Chaotic Non-interactive"
"5","Chaotic","Retention",0.3354,0.477,1.4264,1.83793424069761,0.405849227318422,0.404345731534166,0.0254330784143972,"Chaotic Non-interactive"
"5","Chaotic Visual","PreTest",1.523,0.6276,0.4138,1.66024848319677,0.343782474745663,0.476579918756309,0.0162972476393569,"Chaotic Non-interactive"
"5","Chaotic Visual","PostTest",1.57833333333333,0.578,0.368333333333333,1.64858090722596,0.340857181597667,0.438790124301848,0.0284293237961994,"Chaotic Non-interactive"
"5","Chaotic Visual","Retention",1.566,0.5664,0.3634,1.66024848319677,0.343782474745663,0.397727392709921,0.0293195858850826,"Chaotic Non-interactive"
"5","Periodic Fadeout (SCT)","PreTest",0.3818,0.858,2.2688,0.332393575874653,0.0682187934535605,0.462230363818791,0.129575331535998,"Chaotic Non-interactive"
"5","Periodic Fadeout (SCT)","PostTest",0.301,0.898333333333333,2.988,0.382115147510976,0.0702324737436389,0.524357193020675,0.205318133483075,"Chaotic Non-interactive"
"5","Periodic Fadeout (SCT)","Retention",0.5468,0.9252,1.7028,0.369272792444257,0.0657267853312052,0.445184154027475,0.104627914317409,"Chaotic Non-interactive"
"5","Periodic Fixed","PreTest",0.372,0.7986,2.1488,0.190565905929343,0.0346420522826315,0.37377188917243,0.120841287108477,"Chaotic Non-interactive"
"5","Periodic Fixed","PostTest",0.517666666666667,0.864333333333333,1.739,0.180244132738919,0.0422425283026458,0.3378180765474,0.120834593934557,"Chaotic Non-interactive"
"5","Periodic Fixed","Retention",0.429,0.7364,1.7344,0.186689777038413,0.029756844193073,0.498169119403631,0.156087219851627,"Chaotic Non-interactive"
"6","Chaotic","PreTest",0.2224,0.4598,2.0966,1.89531708321572,0.442280142683029,0.544901431236337,0.0458624406480854,"Chaotic Interactive"
"6","Chaotic","PostTest",0.369333333333333,0.482,1.30533333333333,1.85038544038966,0.414533954546875,0.501838401884968,0.0484760729962638,"Chaotic Interactive"
"6","Chaotic","Retention",0.3416,0.4896,1.461,1.87285126180269,0.428407048614952,0.503904899173817,0.0389450498536681,"Chaotic Interactive"
"6","Chaotic Visual","PreTest",1.3314,0.5842,0.4418,1.67191605916758,0.346707767893658,0.559847174746268,0.00387506578862371,"Chaotic Interactive"
"6","Chaotic Visual","PostTest",1.22033333333333,0.536333333333333,0.440666666666667,1.64858090722596,0.340857181597667,0.683541581660299,0.0384680163897946,"Chaotic Interactive"
"6","Chaotic Visual","Retention",1.6682,0.668,0.4002,1.68358363513838,0.349633061041654,0.522331762593212,0.0325340333906219,"Chaotic Interactive"
"6","Periodic Fadeout (SCT)","PreTest",0.3016,0.7466,2.6772,0.369721729413014,0.0714757962866165,0.610635709710323,0.128098336763372,"Chaotic Interactive"
"6","Periodic Fadeout (SCT)","PostTest",0.275333333333333,0.764666666666667,2.788,0.409676881324303,0.0766954966312096,0.634221580252689,0.0961873385919021,"Chaotic Interactive"
"6","Periodic Fadeout (SCT)","Retention",0.3978,0.8712,2.2214,0.386440402194077,0.042608965939916,0.520538356982925,0.148237122349091,"Chaotic Interactive"
"6","Periodic Fixed","PreTest",0.4058,0.8674,2.19,0.227596990752696,0.0470027401041932,0.438507114305486,0.1486171101348,"Chaotic Interactive"
"6","Periodic Fixed","PostTest",0.611333333333333,0.793,1.45733333333333,0.218127401295103,0.0348507494336613,0.486443292897492,0.084050642148273,"Chaotic Interactive"
"6","Periodic Fixed","Retention",0.351,0.813,2.3432,0.228078675479746,0.0322640203859757,0.445690617049778,0.135566210147171,"Chaotic Interactive"
"7","Chaotic","PreTest",0.2652,0.4824,1.8252,1.87285126180269,0.428407048614952,0.334788926764097,0.0530365136391089,"Chaotic Non-interactive"
"7","Chaotic","PostTest",0.257,0.523,2.03666666666667,1.86910695823385,0.426094866270272,0.437726022294632,0.0622997361089982,"Chaotic Non-interactive"
"7","Chaotic","Retention",0.2428,0.5096,2.1204,1.87285126180269,0.428407048614952,0.401673220320967,0.0841340314265703,"Chaotic Non-interactive"
"7","Chaotic Visual","PreTest",1.4642,0.5796,0.396,1.67191605916758,0.346707767893658,0.448184405828587,0.0374663678120889,"Chaotic Non-interactive"
"7","Chaotic Visual","PostTest",1.68433333333333,0.659666666666667,0.391666666666667,1.70691878708,0.355483647337645,0.530744984097268,0.0436014854926822,"Chaotic Non-interactive"
"7","Chaotic Visual","Retention",1.7068,0.674,0.395,1.67191605916758,0.346707767893658,0.456444687808601,0.0134602655398897,"Chaotic Non-interactive"
"7","Periodic Fadeout (SCT)","PreTest",0.3028,0.8942,3.0258,0.414213656547216,0.0765979939237907,0.446436420441022,0.140680728812842,"Chaotic Non-interactive"
"7","Periodic Fadeout (SCT)","PostTest",0.400666666666667,0.927666666666667,2.42333333333333,0.363860346516346,0.0655168684005184,0.460587941251322,0.161010552716791,"Chaotic Non-interactive"
"7","Periodic Fadeout (SCT)","Retention",0.3996,0.9292,2.341,0.354110511186465,0.0573924561948744,0.494265077222026,0.17409877025715,"Chaotic Non-interactive"
"7","Periodic Fixed","PreTest",0.326,0.854,2.6574,0.22426225365397,0.0455907410680619,0.335522934495247,0.124188825956021,"Chaotic Non-interactive"
"7","Periodic Fixed","PostTest",0.257666666666667,0.773333333333333,3.00966666666667,0.215972678366408,0.0307113736301906,0.374933051121817,0.135917031527345,"Chaotic Non-interactive"
"7","Periodic Fixed","Retention",0.2096,0.7234,3.4972,0.226528570299758,0.0439242422936686,0.381562987275921,0.161128937638103,"Chaotic Non-interactive"
"8","Chaotic","PreTest",0.4138,0.592,1.4398,1.88408417250921,0.43534359564899,0.473378613014979,0.0403579688835163,"Chaotic Non-interactive"
"8","Chaotic","PostTest",0.413333333333333,0.558666666666667,1.415,1.88782847607805,0.43765577799367,0.54748454476463,0.0528733266327358,"Chaotic Non-interactive"
"8","Chaotic","Retention",0.3638,0.5522,1.5272,1.86161835109618,0.421470501580913,0.478672179032924,0.0334704102577173,"Chaotic Non-interactive"
"8","Chaotic Visual","PreTest",1.7446,0.6624,0.3792,1.68358363513838,0.349633061041654,0.414616100295712,0.0202038373260373,"Chaotic Non-interactive"
"8","Chaotic Visual","PostTest",1.81266666666667,0.696666666666667,0.385,1.66802686717731,0.34573267017766,0.421234681076021,0.0153263024315957,"Chaotic Non-interactive"
"8","Chaotic Visual","Retention",1.7414,0.643,0.37,1.67191605916758,0.346707767893658,0.427892919632466,0.022510826715212,"Chaotic Non-interactive"
"8","Periodic Fadeout (SCT)","PreTest",0.3832,0.8922,2.3914,0.366766790870535,0.0878277432283112,0.440481987879849,0.133753502534718,"Chaotic Non-interactive"
"8","Periodic Fadeout (SCT)","PostTest",0.381,0.909333333333333,2.39066666666667,0.308948359208294,0.046043791538133,0.588946830955278,0.130447324079613,"Chaotic Non-interactive"
"8","Periodic Fadeout (SCT)","Retention",0.594,0.9468,1.6484,0.355242262426633,0.0708734553780079,0.365974875090571,0.144899455331516,"Chaotic Non-interactive"
"8","Periodic Fixed","PreTest",0.4124,0.8832,2.221,0.213762587962788,0.041982393925341,0.363906808752075,0.147537615934701,"Chaotic Non-interactive"
"8","Periodic Fixed","PostTest",0.467666666666667,0.875333333333333,1.93766666666667,0.17600693382169,0.0375430841841991,0.381415387972465,0.130452838727159,"Chaotic Non-interactive"
"8","Periodic Fixed","Retention",0.3372,0.8914,2.6846,0.250953043521824,0.0409677668375674,0.30744239114885,0.139836833689172,"Chaotic Non-interactive"
"9","Chaotic","PreTest",0.3752,0.4682,1.2644,1.86161835109618,0.421470501580913,0.546368025944008,0.0256074707077755,"Chaotic Non-interactive"
"9","Chaotic","PostTest",0.509,0.572,1.12833333333333,1.86910695823385,0.426094866270272,0.428765762185533,0.0102051951204428,"Chaotic Non-interactive"
"9","Chaotic","Retention",0.571,0.6964,1.2228,1.86161835109618,0.421470501580913,0.48761569076917,0.0331564195309872,"Chaotic Non-interactive"
"9","Chaotic Visual","PreTest",1.879,0.7392,0.3944,1.64858090722596,0.340857181597667,0.619468448441285,0.0445875862394462,"Chaotic Non-interactive"
"9","Chaotic Visual","PostTest",1.951,0.763666666666667,0.391333333333333,1.68747282712865,0.350608158757652,0.592522632835831,0.042926148540218,"Chaotic Non-interactive"
"9","Chaotic Visual","Retention",1.8606,0.7874,0.4236,1.68315760953601,0.350844715613936,0.607625938458064,0.0306194989000741,"Chaotic Non-interactive"
"9","Periodic Fadeout (SCT)","PreTest",0.3544,0.9034,2.554,0.289431073167785,0.0571572294383021,0.675126182898268,0.225685258103665,"Chaotic Non-interactive"
"9","Periodic Fadeout (SCT)","PostTest",0.411666666666667,0.903666666666667,2.19666666666667,0.26216294932626,0.065085318261866,0.594918036222653,0.164436014941165,"Chaotic Non-interactive"
"9","Periodic Fadeout (SCT)","Retention",0.3644,0.8962,2.4796,0.349461910554201,0.0772938137129661,0.524147846240043,0.15516466049954,"Chaotic Non-interactive"
"9","Periodic Fixed","PreTest",0.3522,0.7552,2.3358,0.166061543850404,0.029252791020981,0.486526493348187,0.144824335271142,"Chaotic Non-interactive"
"9","Periodic Fixed","PostTest",0.307666666666667,0.702666666666667,2.35133333333333,0.211950013178387,0.0133095652784614,0.420794166808136,0.145442822488013,"Chaotic Non-interactive"
"9","Periodic Fixed","Retention",0.4098,0.8936,2.4626,0.204253604062661,0.043993048313968,0.409551546701482,0.121890457716971,"Chaotic Non-interactive"
"10","Chaotic","PreTest",0.4038,0.5066,1.2598,1.85038544038966,0.414533954546875,0.435854276828918,0.0322702646517439,"Chaotic Interactive"
"10","Chaotic","PostTest",0.519333333333333,0.569,1.126,1.82963344090291,0.40005940916612,0.510272065581111,0.0614104675453355,"Chaotic Interactive"
"10","Chaotic","Retention",0.4254,0.5404,1.2814,1.86161835109618,0.421470501580913,0.526238746918518,0.0439575091359199,"Chaotic Interactive"
"10","Chaotic Visual","PreTest",1.6238,0.5666,0.352,1.66024848319677,0.343782474745663,0.696238709778747,0.0517072124102324,"Chaotic Interactive"
"10","Chaotic Visual","PostTest",1.912,0.609666666666667,0.320666666666667,1.68747282712865,0.350608158757652,0.875768657013431,0.0327038092356401,"Chaotic Interactive"
"10","Chaotic Visual","Retention",1.8846,0.6098,0.3242,1.68358363513838,0.349633061041654,0.694267837315387,0.0489422249122822,"Chaotic Interactive"
"10","Periodic Fadeout (SCT)","PreTest",0.5274,0.9486,1.9218,0.387244902927074,0.0505787532136251,0.494729593831693,0.116188000071527,"Chaotic Interactive"
"10","Periodic Fadeout (SCT)","PostTest",0.835666666666667,0.968333333333333,1.16066666666667,0.33893819122995,0.0649772793906976,0.542900933182571,0.130085657935413,"Chaotic Interactive"
"10","Periodic Fadeout (SCT)","Retention",0.8275,0.965,1.1775,0.372648065170319,0.0711365888427319,0.438085883015179,0.117011476561294,"Chaotic Interactive"
"10","Periodic Fixed","PreTest",0.6492,0.9518,1.5158,0.18105138562913,0.0401843277318001,0.328268339128799,0.102068304662386,"Chaotic Interactive"
"10","Periodic Fixed","PostTest",0.508666666666667,0.875,1.74,0.158761002342143,0.0150827517031477,0.382460636948385,0.112710811500395,"Chaotic Interactive"
"10","Periodic Fixed","Retention",0.7776,0.9634,1.5364,0.201297155220889,0.0470793896231099,0.366685990524398,0.0919810125766574,"Chaotic Interactive"
"11","Chaotic","PreTest",0.1676,0.2926,1.7952,1.88408417250921,0.43534359564899,0.475661427570248,0.0171839068508299,"Periodic Fixed"
"11","Chaotic","PostTest",0.120666666666667,0.247,2.07033333333333,1.88782847607805,0.43765577799367,0.451388392314542,0.0251476090506442,"Periodic Fixed"
"11","Chaotic","Retention",0.177,0.2594,1.4648,1.86161835109618,0.421470501580913,0.499316585434521,0.0170489035416639,"Periodic Fixed"
"11","Chaotic Visual","PreTest",1.0432,0.4626,0.444,1.67191605916758,0.346707767893658,0.498861732971084,0.0247568430155914,"Periodic Fixed"
"11","Chaotic Visual","PostTest",1.24566666666667,0.592333333333333,0.475,1.64858090722596,0.340857181597667,0.554494070164007,0.0274853359929797,"Periodic Fixed"
"11","Chaotic Visual","Retention",1.3334,0.6328,0.4774,1.66024848319677,0.343782474745663,0.580278201114181,0.0228550709703207,"Periodic Fixed"
"11","Periodic Fadeout (SCT)","PreTest",0.2072,0.6302,3.225,0.383470540715104,0.0637174609219569,0.471200790080899,0.109931182853938,"Periodic Fixed"
"11","Periodic Fadeout (SCT)","PostTest",0.336666666666667,0.815666666666667,2.44533333333333,0.369828537840881,0.0689811388877594,0.438311559546773,0.0999080096826322,"Periodic Fixed"
"11","Periodic Fadeout (SCT)","Retention",0.4708,0.8876,1.8928,0.378869620375898,0.0680428988454292,0.454947806322283,0.103220538281732,"Periodic Fixed"
"11","Periodic Fixed","PreTest",0.2426,0.5598,2.3552,0.225318890823341,0.0406154172434533,0.340114349683026,0.0946588272859649,"Periodic Fixed"
"11","Periodic Fixed","PostTest",0.43,0.791333333333333,1.89366666666667,0.211428910076455,0.0246216379476903,0.36836093608312,0.108291878332726,"Periodic Fixed"
"11","Periodic Fixed","Retention",0.4518,0.8428,1.8846,0.204410316606827,0.0416710774055057,0.343556362833524,0.0923720358737094,"Periodic Fixed"
"12","Chaotic","PreTest",0.3586,0.5344,1.534,1.85038544038966,0.414533954546875,0.435688461898566,0.0845323678800261,"Chaotic Non-interactive"
"12","Chaotic","PostTest",0.393,0.508,1.31466666666667,1.86910695823385,0.426094866270272,0.392666343018121,0.0395346261326149,"Chaotic Non-interactive"
"12","Chaotic","Retention",0.4284,0.5128,1.199,1.88408417250921,0.43534359564899,0.334246619484708,0.0239072677647394,"Chaotic Non-interactive"
"12","Chaotic Visual","PreTest",1.57,0.6464,0.4122,1.67191605916758,0.346707767893658,0.502901001550923,0.0372161694813555,"Chaotic Non-interactive"
"12","Chaotic Visual","PostTest",1.433,0.604,0.423,1.66802686717731,0.34573267017766,0.453086197528404,0.073679117959789,"Chaotic Non-interactive"
"12","Chaotic Visual","Retention",1.3556,0.5342,0.3946,1.68358363513838,0.349633061041654,0.436027373892581,0.0230644110316065,"Chaotic Non-interactive"
"12","Periodic Fadeout (SCT)","PreTest",0.3372,0.8524,2.5426,0.364671657037077,0.0505912615134249,0.481827513903114,0.129874463188767,"Chaotic Non-interactive"
"12","Periodic Fadeout (SCT)","PostTest",0.450666666666667,0.912333333333333,2.062,0.36756940897715,0.0662328702804736,0.445983471286001,0.154847981389636,"Chaotic Non-interactive"
"12","Periodic Fadeout (SCT)","Retention",0.3344,0.8396,2.526,0.307466594531594,0.0698294638585409,0.401474980932406,0.131382308374608,"Chaotic Non-interactive"
"12","Periodic Fixed","PreTest",0.1214,0.3596,3.0412,0.235729159516852,0.0392579385323907,0.347299847138218,0.136693528057772,"Chaotic Non-interactive"
"12","Periodic Fixed","PostTest",0.262666666666667,0.862666666666667,3.32066666666667,0.238644108625392,0.053094645419885,0.311262159969247,0.121750399164488,"Chaotic Non-interactive"
"12","Periodic Fixed","Retention",0.3712,0.787,2.1292,0.193831663358892,0.0317879901499965,0.257821418413069,0.126570692702371,"Chaotic Non-interactive"
"13","Chaotic","PreTest",0.1954,0.4012,2.115,1.88408417250921,0.43534359564899,0.492590058460369,0.0302382963432379,"Periodic Fixed"
"13","Chaotic","PostTest",0.171,0.360666666666667,2.09433333333333,1.86910695823385,0.426094866270272,0.508851511511146,0.020968412603558,"Periodic Fixed"
"13","Chaotic","Retention",0.229,0.3448,1.5306,1.87285126180269,0.428407048614952,0.513304425651013,0.00949758126662926,"Periodic Fixed"
"13","Chaotic Visual","PreTest",1.3186,0.5052,0.3832,1.67191605916758,0.346707767893658,0.426321632121988,0.019952183099005,"Periodic Fixed"
"13","Chaotic Visual","PostTest",1.40433333333333,0.490333333333333,0.349,1.66802686717731,0.34573267017766,0.569794080053921,0.0487783741641082,"Periodic Fixed"
"13","Chaotic Visual","Retention",1.4768,0.5454,0.371,1.68358363513838,0.349633061041654,0.593295558786013,0.0526206047543194,"Periodic Fixed"
"13","Periodic Fadeout (SCT)","PreTest",0.2808,0.9016,3.2616,0.353864811866773,0.059445638470063,0.602778439998654,0.172938702313338,"Periodic Fixed"
"13","Periodic Fadeout (SCT)","PostTest",0.446333333333333,0.927,2.08033333333333,0.385230286703363,0.0527739661255903,0.611415185155148,0.183740598091908,"Periodic Fixed"
"13","Periodic Fadeout (SCT)","Retention",0.4486,0.9068,2.0882,0.377386149648287,0.061680473641592,0.564260482254707,0.157126903950042,"Periodic Fixed"
"13","Periodic Fixed","PreTest",0.25,0.7212,2.9144,0.221633884755013,0.0369672497565723,0.486462113670244,0.141120192168523,"Periodic Fixed"
"13","Periodic Fixed","PostTest",0.438666666666667,0.879666666666667,2.048,0.183867571162971,0.0308525199859979,0.449251645767671,0.136048505743107,"Periodic Fixed"
"13","Periodic Fixed","Retention",0.4252,0.8856,2.0898,0.225472947072751,0.0404771794627858,0.471753400173715,0.12008561253214,"Periodic Fixed"
"14","Chaotic","PreTest",0.311,0.4986,1.616,1.86161835109618,0.421470501580913,0.435754319319024,0.0879845458261169,"Chaotic Interactive"
"14","Chaotic","PostTest",0.436666666666667,0.566333333333333,1.316,1.86910695823385,0.426094866270272,0.448108412174836,0.081726182241529,"Chaotic Interactive"
"14","Chaotic","Retention",0.3426,0.5018,1.482,1.85038544038966,0.414533954546875,0.382699205426803,0.0673100909725963,"Chaotic Interactive"
"14","Chaotic Visual","PreTest",1.352,0.5438,0.4018,1.66024848319677,0.343782474745663,0.494536937298327,0.04689075298961,"Chaotic Interactive"
"14","Chaotic Visual","PostTest",1.62833333333333,0.608,0.373333333333333,1.64858090722596,0.340857181597667,0.593484941262307,0.0422234552559471,"Chaotic Interactive"
"14","Chaotic Visual","Retention",1.4702,0.5782,0.3936,1.69525121110919,0.352558354189649,0.582643931080523,0.0589366788525544,"Chaotic Interactive"
"14","Periodic Fadeout (SCT)","PreTest",0.1012,0.6092,5.9408,0.399013726368287,0.0589102592846759,0.435537516502374,0.140797113873495,"Chaotic Interactive"
"14","Periodic Fadeout (SCT)","PostTest",0.270333333333333,0.846,3.195,0.350596000755891,0.0636922735512892,0.383111490590027,0.134124196010883,"Chaotic Interactive"
"14","Periodic Fadeout (SCT)","Retention",0.3922,0.8636,2.2224,0.342634164589719,0.0755702416365436,0.392604376216813,0.10141963617093,"Chaotic Interactive"
"14","Periodic Fixed","PreTest",0.2716,0.6084,2.323,0.192300735707156,0.0360639097269958,0.303163173602438,0.125210889953452,"Chaotic Interactive"
"14","Periodic Fixed","PostTest",0.452666666666667,0.741,1.65766666666667,0.195175025682412,0.0215586033403597,0.35850831398962,0.137106125915188,"Chaotic Interactive"
"14","Periodic Fixed","Retention",0.2442,0.5988,2.4572,0.202109178452023,0.0472205373539406,0.338433200198782,0.145829397757238,"Chaotic Interactive"
"15","Chaotic","PreTest",0.3226,0.4086,1.2726,1.89531708321572,0.442280142683029,0.326698439098797,0.0177285943110618,"Periodic Fixed"
"15","Chaotic","PostTest",0.354666666666667,0.411333333333333,1.16033333333333,1.88782847607805,0.43765577799367,0.338347946825505,0.0205546359390717,"Periodic Fixed"
"15","Chaotic","Retention",0.3668,0.4438,1.2162,1.83793424069761,0.405849227318422,0.31244824172413,0.0140069757908142,"Periodic Fixed"
"15","Chaotic Visual","PreTest",1.4464,0.5604,0.3894,1.67191605916758,0.346707767893658,0.491694544651007,0.0374031422419215,"Periodic Fixed"
"15","Chaotic Visual","PostTest",1.53366666666667,0.589333333333333,0.384,1.64858090722596,0.340857181597667,0.553101799470477,0.0392675074973457,"Periodic Fixed"
"15","Chaotic Visual","Retention",1.5958,0.6044,0.3796,1.6598224575944,0.344994129317944,0.474463146582818,0.0246923246230798,"Periodic Fixed"
"15","Periodic Fadeout (SCT)","PreTest",0.226,0.6846,3.2056,0.393673354871692,0.0708630430995273,0.585403212245751,0.133352842594012,"Periodic Fixed"
"15","Periodic Fadeout (SCT)","PostTest",0.428333333333333,0.883,2.08,0.350331024776753,0.0749219409525001,0.557159128190238,0.152284052588433,"Periodic Fixed"
"15","Periodic Fadeout (SCT)","Retention",0.4674,0.9226,1.977,0.353132648485025,0.057665040250975,0.518909385795511,0.156847385751565,"Periodic Fixed"
"15","Periodic Fixed","PreTest",0.3828,0.6558,1.7636,0.194549397870111,0.0429937482957757,0.448345992861585,0.122423985905516,"Periodic Fixed"
"15","Periodic Fixed","PostTest",0.464666666666667,0.657666666666667,1.582,0.203535404402807,0.0461234251290341,0.416660691973447,0.156943562999023,"Periodic Fixed"
