pp,trial,condition,period,LyapsTutor,LyaplTutor,LyapsTrainee,LyaplTrainee
10.0000,24.0000,25.0000,1009.9303,1.7915,0.3209,0.7922,0.1907
10.0000,25.0000,25.0000,1043.1048,1.5337,0.4063,0.9676,0.1541
10.0000,26.0000,25.0000,1005.2031,1.6771,0.4085,0.9940,0.1215
10.0000,27.0000,25.0000,986.2314,1.8088,0.3883,1.0733,0.1470
10.0000,28.0000,25.0000,978.4785,1.7596,0.3702,1.0084,0.1252
10.0000,29.0000,25.0000,1020.1008,1.7783,0.5008,0.9055,0.1444
10.0000,30.0000,25.0000,983.0863,1.5300,0.4643,0.8212,0.2119
10.0000,31.0000,25.0000,952.7752,1.4198,0.4036,1.1410,0.1668
10.0000,32.0000,25.0000,1036.0678,1.4454,0.3167,0.8308,0.2037
10.0000,33.0000,25.0000,949.7653,2.0426,0.4782,1.1738,0.1313
10.0000,34.0000,25.0000,953.5145,2.0966,0.3761,1.1749,0.1174
10.0000,35.0000,25.0000,995.4933,1.9887,0.2206,0.9060,0.0544
10.0000,36.0000,25.0000,949.2426,1.9936,0.3846,1.1821,0.1015
10.0000,37.0000,25.0000,1013.7244,1.6395,0.2295,0.9039,0.1083
10.0000,38.0000,25.0000,947.6684,1.9827,0.5106,1.0592,0.1651
10.0000,39.0000,25.0000,1026.8096,1.3443,0.2182,0.6915,0.1602
10.0000,40.0000,25.0000,1019.0647,1.6296,0.3758,0.9203,0.1634
11.0000,1.0000,10.0000,1035.9272,0.5920,0.0846,0.5097,0.0407
11.0000,2.0000,10.0000,1044.5109,0.5092,0.1239,0.5783,0.1371
11.0000,3.0000,10.0000,1048.1849,0.5178,0.0674,0.5450,0.0274
11.0000,4.0000,10.0000,1046.7225,0.4803,0.0267,0.5187,0.1133
11.0000,5.0000,10.0000,1040.1082,0.5344,0.1014,0.4455,0.0738
11.0000,6.0000,10.0000,1052.1961,0.5499,0.0547,0.5515,0.0668
11.0000,7.0000,10.0000,1049.8419,0.5632,0.0607,0.4638,0.0889
11.0000,8.0000,10.0000,1044.3245,0.5245,0.1072,0.4142,0.0713
11.0000,9.0000,10.0000,1048.2891,0.5100,0.1268,0.5273,0.0971
11.0000,10.0000,10.0000,1050.0494,0.5387,0.0742,0.5041,0.0571
11.0000,11.0000,10.0000,1044.5148,0.5457,0.0875,0.6150,0.1308
11.0000,12.0000,10.0000,1058.4962,0.5589,0.0891,0.5644,0.1665
11.0000,13.0000,10.0000,1049.2288,0.5717,0.1129,0.5966,0.1562
11.0000,14.0000,10.0000,1051.4406,0.5845,0.1491,0.4879,0.1327
11.0000,15.0000,10.0000,1051.1528,0.5054,0.0444,0.5074,0.1033
11.0000,16.0000,10.0000,1050.2361,0.5057,0.1169,0.5827,0.0798
11.0000,17.0000,10.0000,1047.5293,0.5484,0.1158,0.5464,0.1324
11.0000,18.0000,10.0000,1039.2089,0.5853,0.1262,0.5310,0.0899
11.0000,19.0000,10.0000,1054.6873,0.5993,0.1510,0.5324,0.1053
11.0000,20.0000,10.0000,1056.1629,0.5922,0.1086,0.4666,0.1388
11.0000,21.0000,10.0000,1047.3024,0.5669,0.0697,0.6025,0.1042
11.0000,22.0000,10.0000,1051.1365,0.5257,0.0124,0.4942,0.0629
11.0000,23.0000,10.0000,1049.3244,0.5151,0.0844,0.7109,0.1276
11.0000,24.0000,10.0000,1050.6515,0.5890,0.0883,0.6715,0.0457
11.0000,25.0000,10.0000,1047.8306,0.6121,0.1233,0.5645,0.0502
11.0000,26.0000,10.0000,1045.0857,0.5657,0.1246,0.6261,0.0973
11.0000,27.0000,10.0000,1044.1637,0.5945,0.1305,0.6028,0.1049
11.0000,28.0000,10.0000,1052.0855,0.6840,0.1362,0.5165,0.1056
11.0000,29.0000,10.0000,1037.1403,0.5146,0.0338,0.5363,0.0652
11.0000,30.0000,10.0000,1051.4724,0.5185,0.1296,0.5489,0.0316
11.0000,31.0000,10.0000,1037.6130,0.6033,0.0884,0.6094,0.0642
11.0000,32.0000,10.0000,1040.4831,0.4878,0.1165,0.5634,0.1509
11.0000,33.0000,10.0000,1040.9037,0.5767,0.0807,0.6015,0.1209
11.0000,34.0000,10.0000,1040.7807,0.5790,0.0878,0.4645,0.1003
11.0000,35.0000,10.0000,1046.2562,0.6131,0.1618,0.5988,0.0951
11.0000,36.0000,10.0000,1048.9630,0.5294,0.0653,0.5052,0.0996
11.0000,37.0000,10.0000,1043.0268,0.5843,0.1170,0.5515,0.1002
11.0000,38.0000,10.0000,1048.1652,0.6192,0.1022,0.5366,0.1575
11.0000,39.0000,10.0000,1042.7467,0.6101,0.0954,0.7052,0.1012
11.0000,40.0000,10.0000,1046.0658,0.5864,0.1452,0.5006,0.0594
12.0000,1.0000,30.0000,715.4397,1.8077,0.6669,1.1558,0.1409
12.0000,2.0000,30.0000,720.3004,2.2158,0.6283,1.1205,0.1292
12.0000,3.0000,30.0000,712.4885,2.0582,0.6361,1.3077,0.1253
12.0000,4.0000,30.0000,720.4698,1.8839,0.5592,1.0211,0.1485
12.0000,5.0000,30.0000,724.9052,2.2830,0.6955,0.9297,0.1663
12.0000,6.0000,30.0000,719.5195,2.1733,0.4909,0.9505,0.1226
12.0000,7.0000,30.0000,706.4401,1.9784,0.7193,1.0852,0.1594
12.0000,8.0000,30.0000,727.6407,1.5202,0.6729,1.0552,0.1790
12.0000,9.0000,30.0000,723.0189,1.9174,0.5796,1.1091,0.2283
12.0000,10.0000,30.0000,729.7333,2.1141,0.6003,1.0730,0.1036
12.0000,11.0000,30.0000,716.9143,1.7168,0.6038,1.1642,0.1514
12.0000,12.0000,30.0000,702.5659,2.0664,0.5890,1.2165,0.2658
12.0000,13.0000,30.0000,707.2075,1.9778,0.6296,1.1930,0.2253
12.0000,14.0000,30.0000,720.5239,1.8240,0.5354,1.2635,0.1462
12.0000,15.0000,30.0000,722.0973,1.7628,0.6272,1.1100,0.2915
12.0000,16.0000,30.0000,732.8433,1.8970,0.5483,1.0971,0.1168
12.0000,17.0000,30.0000,720.9315,1.8176,0.7413,1.1041,0.2080
12.0000,18.0000,30.0000,727.7968,2.0193,0.5727,1.0084,0.2510
12.0000,19.0000,30.0000,722.9579,1.6856,0.5847,1.0567,0.1750
12.0000,20.0000,30.0000,721.0868,1.8884,0.6561,1.0665,0.1852
12.0000,21.0000,30.0000,733.9354,1.7194,0.7242,1.0713,0.1406
12.0000,22.0000,30.0000,715.4300,1.7210,0.6489,1.1894,0.1516
12.0000,23.0000,30.0000,718.4751,1.9843,0.5831,1.0006,0.2056
12.0000,24.0000,30.0000,719.1276,1.9722,0.5923,0.8826,0.1767
12.0000,25.0000,30.0000,719.5497,1.9047,0.6326,1.2208,0.1709
12.0000,26.0000,30.0000,714.8165,1.9072,0.4344,1.0107,0.2615
12.0000,27.0000,30.0000,718.1733,1.8788,0.6699,1.1400,0.2403
12.0000,28.0000,30.0000,725.2946,1.8021,0.6543,0.9787,0.1733
12.0000,29.0000,30.0000,706.0876,2.0989,0.6845,1.2779,0.2146
12.0000,30.0000,30.0000,712.0744,1.9805,0.6032,1.0636,0.2605
12.0000,31.0000,30.0000,725.3854,1.7941,0.7027,1.0524,0.2092
12.0000,32.0000,30.0000,722.9664,1.6140,0.6194,1.1873,0.2166
12.0000,33.0000,30.0000,720.0426,1.7037,0.5676,1.1655,0.2540
12.0000,34.0000,30.0000,713.4394,1.7248,0.7243,1.2820,0.2190
12.0000,35.0000,30.0000,707.2116,1.9712,0.6704,1.1101,0.3062
12.0000,36.0000,30.0000,713.2253,1.8466,0.5342,1.3577,0.2158
12.0000,37.0000,30.0000,724.5435,1.8049,0.6052,1.2492,0.2201
12.0000,38.0000,30.0000,721.2012,1.8187,0.5759,1.1843,0.1359
12.0000,39.0000,30.0000,713.0339,2.0916,0.6293,1.0677,0.2456
12.0000,40.0000,30.0000,735.0000,1.6726,0.5929,1.1134,0.1493
13.0000,1.0000,10.0000,1051.5697,0.5145,0.1218,0.5598,0.1194
13.0000,2.0000,10.0000,1044.7742,0.5922,0.1248,0.6262,0.1879
13.0000,3.0000,10.0000,1042.3149,0.6087,0.1079,0.6871,0.1167
13.0000,4.0000,10.0000,1051.5254,0.6415,0.0715,0.6389,0.1617
13.0000,5.0000,10.0000,1056.9103,0.5789,0.1300,0.6653,0.1608
13.0000,6.0000,10.0000,1048.6050,0.6220,0.0996,0.5948,0.1867
13.0000,7.0000,10.0000,1040.0333,0.5619,0.0321,0.5734,0.0925
13.0000,8.0000,10.0000,1048.2701,0.6034,0.1523,0.6138,0.1065
13.0000,9.0000,10.0000,1041.1153,0.5942,0.0996,0.6995,0.1760
13.0000,10.0000,10.0000,1045.8146,0.5676,0.0982,0.6381,0.1150
13.0000,11.0000,10.0000,1048.2687,0.6224,0.0690,0.7759,0.1033
13.0000,12.0000,10.0000,1051.1083,0.6153,0.0945,0.8085,0.1307
13.0000,13.0000,10.0000,1050.7836,0.5421,0.0658,0.8185,0.1966
13.0000,14.0000,10.0000,1042.0813,0.5884,0.0950,0.7564,0.1547
13.0000,15.0000,10.0000,1041.5154,0.5454,0.0916,0.7268,0.0689
13.0000,16.0000,10.0000,1048.5434,0.6302,0.1609,0.6421,0.0978
13.0000,17.0000,10.0000,1047.0387,0.6001,0.1512,0.7579,0.1359
13.0000,18.0000,10.0000,1041.2917,0.6266,0.1357,0.6468,0.1399
13.0000,19.0000,10.0000,1044.3579,0.6462,0.0656,0.7574,0.0709
13.0000,20.0000,10.0000,1039.1016,0.6163,0.1021,0.6384,0.1046
13.0000,21.0000,10.0000,1046.1636,0.5312,0.1101,0.7101,0.0898
13.0000,22.0000,10.0000,1042.4906,0.6235,0.1504,0.8045,0.1126
13.0000,23.0000,10.0000,1045.2915,0.4871,0.0725,0.6851,0.1211
13.0000,24.0000,10.0000,1047.0791,0.5142,0.1044,0.6895,0.1660
13.0000,25.0000,10.0000,1044.9199,0.5386,0.1111,0.8067,0.0506
13.0000,26.0000,10.0000,1044.5945,0.5853,0.1543,0.8420,0.1195
13.0000,27.0000,10.0000,1051.1026,0.5165,0.1021,0.7194,0.1399
13.0000,28.0000,10.0000,1050.7528,0.5851,0.1111,0.8017,0.1049
13.0000,29.0000,10.0000,1046.5867,0.5039,0.1009,0.7702,0.1140
13.0000,30.0000,10.0000,1043.2875,0.5520,0.0606,0.7971,0.1353
13.0000,31.0000,10.0000,1038.4284,0.5354,0.0797,0.8103,0.1495
13.0000,32.0000,10.0000,1047.6713,0.6522,0.1754,0.7560,0.1404
13.0000,33.0000,10.0000,1043.3295,0.5485,0.0687,0.6367,0.1527
13.0000,34.0000,10.0000,1041.7391,0.5784,0.1272,0.8106,0.1283
13.0000,35.0000,10.0000,1042.7601,0.5930,0.1075,0.6929,0.1504
13.0000,36.0000,10.0000,1038.3745,0.6496,0.1674,0.8016,0.1223
13.0000,37.0000,10.0000,1054.6835,0.5891,0.1120,0.7692,0.1475
13.0000,38.0000,10.0000,1044.5681,0.5922,0.1655,0.7094,0.1052
13.0000,39.0000,10.0000,1046.1560,0.5238,0.1435,0.7043,0.1598
13.0000,40.0000,10.0000,1038.9158,0.6015,0.0942,0.7631,0.1628
14.0000,1.0000,25.0000,1020.0859,1.9507,0.2838,0.6773,0.0612
14.0000,2.0000,25.0000,1014.7611,1.5010,0.3850,0.7653,0.0363
14.0000,3.0000,25.0000,986.2911,2.0737,0.1699,0.8946,0.0420
14.0000,4.0000,25.0000,1066.8171,1.6827,0.3172,0.7306,0.1006
14.0000,5.0000,25.0000,1006.9605,1.9842,0.2707,0.5625,0.0833
14.0000,6.0000,25.0000,1030.2111,1.7290,0.3149,0.6217,0.0482
14.0000,7.0000,25.0000,976.0430,1.8932,0.3648,0.6692,0.0907
14.0000,8.0000,25.0000,959.3625,1.5325,0.5217,0.8873,0.0230
14.0000,9.0000,25.0000,1041.6409,1.6342,0.4056,0.6290,0.0690
14.0000,10.0000,25.0000,949.7501,1.6280,0.3712,0.8362,0.0819
14.0000,11.0000,25.0000,927.4814,2.0577,0.2348,0.7928,0.0794
14.0000,12.0000,25.0000,955.7648,1.7031,0.3865,0.7611,0.1276
14.0000,13.0000,25.0000,997.5737,1.4721,0.3573,0.7651,0.0445
14.0000,14.0000,25.0000,1032.6222,1.4786,0.3872,0.8236,0.0719
14.0000,15.0000,25.0000,1040.0071,1.6308,0.3484,0.6417,0.0741
14.0000,16.0000,25.0000,1016.4390,1.6398,0.3217,0.7297,0.0646
14.0000,17.0000,25.0000,943.7729,1.7246,0.3484,0.6655,0.0077
14.0000,18.0000,25.0000,987.3977,1.9886,0.2946,0.7759,0.0976
14.0000,19.0000,25.0000,930.8925,2.0076,0.2465,0.8453,0.0671
14.0000,20.0000,25.0000,934.8712,2.2789,0.2387,0.9691,0.0275
14.0000,21.0000,25.0000,991.8341,1.7547,0.3484,0.7079,0.1105
14.0000,22.0000,25.0000,1024.2443,1.7750,0.2240,0.9991,0.0233
14.0000,23.0000,25.0000,1020.6827,1.6941,0.3452,0.7391,0.1066
14.0000,24.0000,25.0000,1010.8070,1.7651,0.3573,0.5720,0.1153
14.0000,25.0000,25.0000,990.2601,1.7299,0.3166,0.8953,0.0857
14.0000,26.0000,25.0000,1021.8844,2.0280,0.2226,0.7104,0.0839
14.0000,27.0000,25.0000,968.1504,1.8205,0.4027,0.7304,0.0963
14.0000,28.0000,25.0000,1004.9827,1.8152,0.3254,0.7419,0.0884
14.0000,29.0000,25.0000,985.9229,1.8259,0.4005,0.5638,0.1358
14.0000,30.0000,25.0000,994.7818,1.8394,0.2957,0.7063,0.0660
14.0000,31.0000,25.0000,1025.9795,1.8341,0.3371,0.8104,0.0782
14.0000,32.0000,25.0000,1008.2533,1.3908,0.4261,0.8348,0.0497
14.0000,33.0000,25.0000,983.1100,2.0218,0.3327,0.6492,0.0905
14.0000,34.0000,25.0000,966.3290,1.8588,0.2831,0.7206,0.0375
14.0000,35.0000,25.0000,970.7155,1.7680,0.3821,0.7621,0.1075
14.0000,36.0000,25.0000,958.0464,1.6053,0.5352,0.9086,0.1836
14.0000,37.0000,25.0000,967.9984,1.7775,0.3822,0.8352,0.0917
14.0000,38.0000,25.0000,1022.6414,1.8116,0.4418,0.6454,0.1820
14.0000,39.0000,25.0000,983.5225,1.7347,0.3780,0.8004,0.0888
14.0000,40.0000,25.0000,988.3690,1.7758,0.3245,0.7894,0.1314
15.0000,1.0000,10.0000,1047.3933,0.5218,0.1071,0.5968,0.1393
15.0000,2.0000,10.0000,1042.6718,0.5404,0.1264,0.4585,0.1538
15.0000,3.0000,10.0000,1044.3486,0.6267,0.1292,0.5360,0.1016
15.0000,4.0000,10.0000,1051.3354,0.6095,0.0219,0.5193,0.1474
15.0000,5.0000,10.0000,1047.5482,0.5300,0.0634,0.5354,0.1387
15.0000,6.0000,10.0000,1052.4366,0.5681,0.0996,0.5452,0.0918
15.0000,7.0000,10.0000,1045.5420,0.4768,0.0868,0.5318,0.1434
15.0000,8.0000,10.0000,1041.3125,0.5728,0.1338,0.6038,0.1779
15.0000,9.0000,10.0000,1050.2642,0.6210,0.1672,0.5782,0.1434
15.0000,10.0000,10.0000,1041.5131,0.4632,0.0345,0.4698,0.0898
15.0000,11.0000,10.0000,1044.4579,0.6125,0.0842,0.5723,0.1120
15.0000,12.0000,10.0000,1037.6718,0.5643,0.1087,0.6478,0.0872
15.0000,13.0000,10.0000,1044.7272,0.5042,0.1325,0.6194,0.1473
15.0000,14.0000,10.0000,1047.4222,0.6410,0.1213,0.6393,0.0923
15.0000,15.0000,10.0000,1045.4282,0.5787,0.1101,0.6093,0.1260
15.0000,16.0000,10.0000,1048.3722,0.5186,0.1108,0.7050,0.1417
15.0000,17.0000,10.0000,1047.3444,0.5686,0.1406,0.6596,0.1630
15.0000,18.0000,10.0000,1043.8577,0.5036,0.1444,0.5841,0.1181
15.0000,19.0000,10.0000,1048.9192,0.4695,0.0683,0.6026,0.1544
15.0000,20.0000,10.0000,1048.7196,0.6018,0.1911,0.5980,0.1965
15.0000,21.0000,10.0000,1041.3225,0.5204,0.0832,0.6400,0.1402
15.0000,22.0000,10.0000,1050.6693,0.4947,0.0579,0.7623,0.1407
15.0000,23.0000,10.0000,1041.3958,0.5369,0.1138,0.6496,0.1860
15.0000,24.0000,10.0000,1045.4356,0.5466,0.1376,0.6612,0.1268
15.0000,25.0000,10.0000,1050.2556,0.6289,0.1390,0.7153,0.1074
15.0000,26.0000,10.0000,1035.5932,0.4364,0.0546,0.6538,0.1352
15.0000,27.0000,10.0000,1045.7048,0.5767,0.1087,0.6740,0.0623
15.0000,28.0000,10.0000,1048.5161,0.6051,0.1166,0.5332,0.1926
15.0000,29.0000,10.0000,1047.6335,0.5473,0.1312,0.6742,0.1822
15.0000,30.0000,10.0000,1048.8586,0.6334,0.1191,0.6951,0.1995
15.0000,31.0000,10.0000,1047.5337,0.4717,0.0615,0.7117,0.1536
15.0000,32.0000,10.0000,1042.3641,0.4722,0.1055,0.5807,0.1318
15.0000,33.0000,10.0000,1038.4095,0.4910,0.0963,0.5975,0.1714
15.0000,34.0000,10.0000,1048.2491,0.4674,0.0928,0.6822,0.0974
15.0000,35.0000,10.0000,1044.1481,0.4970,0.0424,0.7756,0.1032
15.0000,36.0000,10.0000,1048.2383,0.5200,0.1393,0.6983,0.0859
15.0000,37.0000,10.0000,1047.9874,0.5646,0.0851,0.5496,0.1625
15.0000,38.0000,10.0000,1049.6310,0.6052,0.0641,0.6072,0.0704
15.0000,39.0000,10.0000,1041.3958,0.5416,0.1080,0.6716,0.1417
15.0000,40.0000,10.0000,1041.2578,0.5975,0.0772,0.5746,0.0966
16.0000,1.0000,10.0000,1048.2471,0.5101,0.0960,0.4830,0.0948
16.0000,2.0000,10.0000,1048.6364,0.5133,0.0858,0.5562,0.1361
16.0000,3.0000,10.0000,1048.6491,0.4712,0.0278,0.5401,0.2108
16.0000,4.0000,10.0000,1052.3767,0.4835,0.0967,0.5909,0.1430
16.0000,5.0000,10.0000,1050.1252,0.4734,0.0884,0.5856,0.1345
16.0000,6.0000,10.0000,1054.3842,0.5031,0.0624,0.5557,0.1506
16.0000,7.0000,10.0000,1050.3916,0.6001,0.1801,0.6047,0.1929
16.0000,8.0000,10.0000,1052.6360,0.7337,0.1887,0.6050,0.1994
16.0000,9.0000,10.0000,1045.5837,0.6446,0.1307,0.5522,0.1910
16.0000,10.0000,10.0000,1046.7617,0.5467,0.1080,0.5745,0.1435
16.0000,11.0000,10.0000,1055.0203,0.6448,0.1657,0.6623,0.1731
16.0000,12.0000,10.0000,1052.4421,0.7064,0.1661,0.7214,0.1365
16.0000,13.0000,10.0000,1052.4421,0.6502,0.2080,0.6116,0.1278
16.0000,14.0000,10.0000,1051.0691,0.4914,0.0790,0.5924,0.1355
16.0000,15.0000,10.0000,1045.4650,0.5680,0.1389,0.6101,0.2347
16.0000,16.0000,10.0000,1048.9478,0.5927,0.1536,0.7131,0.1443
16.0000,17.0000,10.0000,1052.3324,0.5924,0.1208,0.5833,0.1300
16.0000,18.0000,10.0000,1047.7744,0.5524,0.1107,0.5344,0.1563
16.0000,19.0000,10.0000,1050.2113,0.6083,0.1359,0.6724,0.1492
16.0000,20.0000,10.0000,1045.8846,0.5289,0.1264,0.4011,0.1046
16.0000,21.0000,10.0000,1050.0387,0.6259,0.1566,0.5045,0.0942
16.0000,22.0000,10.0000,1045.8563,0.6104,0.1228,0.5676,0.0563
16.0000,23.0000,10.0000,1049.3948,0.6181,0.1686,0.7158,0.1204
16.0000,24.0000,10.0000,1050.1211,0.5608,0.0546,0.4558,0.1422
16.0000,25.0000,10.0000,1050.8881,0.6112,0.1394,0.5946,0.1218
16.0000,26.0000,10.0000,1048.3578,0.6080,0.1127,0.5616,0.1537
16.0000,27.0000,10.0000,1051.0687,0.6211,0.1286,0.4928,0.0769
16.0000,28.0000,10.0000,1047.3648,0.5059,0.0957,0.4939,0.1395
16.0000,29.0000,10.0000,1051.0247,0.5261,0.0995,0.5108,0.1002
16.0000,30.0000,10.0000,1054.7951,0.5233,0.1400,0.5674,0.1321
16.0000,31.0000,10.0000,1046.4631,0.6196,0.1039,0.5293,0.0894
16.0000,32.0000,10.0000,1046.2011,0.5384,0.1529,0.5669,0.1057
16.0000,33.0000,10.0000,1049.9469,0.4951,0.1072,0.4090,0.0985
16.0000,34.0000,10.0000,1051.9888,0.5563,0.0732,0.4791,0.0803
16.0000,35.0000,10.0000,1048.0794,0.5412,0.1377,0.5204,0.0979
16.0000,36.0000,10.0000,1048.0946,0.5407,0.1141,0.5009,0.0519
16.0000,37.0000,10.0000,1048.7262,0.6086,0.1071,0.5249,0.0925
16.0000,38.0000,10.0000,1047.5800,0.4991,0.0516,0.4568,0.1506
16.0000,39.0000,10.0000,1050.1483,0.5445,0.1072,0.6274,0.1365
16.0000,40.0000,10.0000,1050.8817,0.5086,0.0456,0.5065,0.0739
17.0000,1.0000,25.0000,953.7977,1.9537,0.3954,0.6309,0.0963
17.0000,2.0000,25.0000,979.4409,2.0132,0.3672,0.8223,0.0758
17.0000,3.0000,25.0000,1015.5353,1.8526,0.3994,0.7035,0.0891
17.0000,4.0000,25.0000,983.5454,2.2591,0.2738,0.7978,0.0783
17.0000,5.0000,25.0000,978.2366,2.0299,0.2241,0.7154,0.0411
17.0000,6.0000,25.0000,965.2549,1.9698,0.3057,0.7753,0.0663
17.0000,7.0000,25.0000,937.0411,2.2072,0.2254,0.6624,0.0629
17.0000,8.0000,25.0000,1017.9658,1.8128,0.3167,0.5195,0.0628
17.0000,9.0000,25.0000,1012.8082,1.7300,0.3186,0.4596,0.0450
17.0000,10.0000,25.0000,1061.6301,1.6434,0.3595,0.5462,0.0616
17.0000,11.0000,25.0000,965.2269,1.9961,0.3963,0.5814,0.0892
17.0000,12.0000,25.0000,1026.2833,1.9792,0.3649,0.6634,0.1288
17.0000,13.0000,25.0000,992.8609,1.7706,0.3503,0.8041,0.0941
17.0000,14.0000,25.0000,1049.3428,1.6665,0.3023,0.6130,0.0849
17.0000,15.0000,25.0000,963.4518,1.9146,0.3941,0.7139,0.1254
17.0000,16.0000,25.0000,958.1124,1.9401,0.3663,0.5949,0.0772
17.0000,17.0000,25.0000,986.2407,1.7904,0.3690,0.6327,0.0680
17.0000,18.0000,25.0000,963.3696,1.8853,0.4478,0.7615,0.1131
17.0000,19.0000,25.0000,931.3274,2.0124,0.3442,0.8304,0.0783
17.0000,20.0000,25.0000,1023.4427,1.6122,0.3140,0.5108,0.0938
17.0000,21.0000,25.0000,1010.1173,1.4622,0.4585,0.6044,0.0822
17.0000,22.0000,25.0000,973.7432,1.6278,0.4106,0.5801,0.0586
17.0000,23.0000,25.0000,972.6288,1.8208,0.3351,0.6582,0.0842
17.0000,24.0000,25.0000,965.7639,1.7631,0.4697,0.5813,0.0782
17.0000,25.0000,25.0000,942.4945,1.7770,0.4592,0.6522,0.0890
17.0000,26.0000,25.0000,983.1297,1.7412,0.3067,0.4941,0.0877
17.0000,27.0000,25.0000,1040.0605,1.6357,0.2795,0.5297,0.0845
17.0000,28.0000,25.0000,989.9010,1.8338,0.3406,0.6113,0.0624
17.0000,29.0000,25.0000,903.6793,1.9205,0.3985,0.5419,0.0749
17.0000,30.0000,25.0000,978.8349,1.6951,0.4011,0.4890,0.1067
17.0000,31.0000,25.0000,913.5695,1.8628,0.4986,0.7008,0.1055
17.0000,32.0000,25.0000,1008.2030,1.9137,0.3175,0.6960,0.0674
17.0000,33.0000,25.0000,1005.6822,1.7703,0.4408,0.5975,0.0968
17.0000,34.0000,25.0000,961.2778,1.5894,0.4759,0.5353,0.0710
17.0000,35.0000,25.0000,963.4321,2.1275,0.3624,0.6046,0.0483
17.0000,36.0000,25.0000,990.3200,1.6402,0.4028,0.6786,0.0594
17.0000,37.0000,25.0000,991.9064,1.7305,0.3555,0.8295,0.0468
17.0000,38.0000,25.0000,1011.3424,1.9043,0.2739,0.5241,0.1102
17.0000,39.0000,25.0000,952.9703,1.5616,0.5527,0.5697,0.0881
17.0000,40.0000,25.0000,1052.8377,1.4961,0.4432,0.5328,0.0956
